anime_cast,anime_company,anime_name,anime_region,anime_status,anime_tag,anime_url,anime_view,anime_year 
逢坂良太|桑谷夏子|森永理科|田中理恵|野川樱|泽城美雪|真田麻美,,蔷薇少女第三季,日本,完结,萝莉|奇幻|百合,http://www.dilidili.wang/anime/rozenmeiden3/,经典不老，萝莉永存。,2013年7月
二又一成|乃村健次,STUDIO DEEN,钱进球场,日本,完结,运动|励志,http://www.dilidili.wang/anime/gurazeni/,,2018年4月
高垣彩阳|宫野真守|坂本真绫|东地宏树|福山润|津田健次郎|久野美咲|铃木达央|木村良平|内田夕夜|杉田智和|市道真央|梶裕贵|小林裕介|小西克幸|小野大辅|樱井孝宏|悠木碧|游佐浩二|雨宫天|佐藤利奈,A-1 Pictures,七大罪 戒律的复活,日本,完结,冒险|奇幻|动作,http://www.dilidili.wang/anime/qdzjldfh/,《七大罪：戒律的复活》改编自铃木央原作的同名漫画，是该系列动画的第2期。,2018年1月
,Diomedéa,七色星露,日本,完结,萝莉|奇幻|恋爱,http://www.dilidili.wang/anime/qisexinglu/,两人的故事展开了...,
清水香里|胜生真沙子|伊藤健太郎,,奇异的破晓,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/STRANGEDAWNdm/,,2010年之前
花江夏树|齐藤壮马|中村悠一|诹访部顺一,GAINAX,琴之森,日本,完结,青春|奇幻,http://www.dilidili.wang/anime/piano/,,2018年4月
,,犬神家的百科事典,日本,连载,搞笑|奇幻|泡面番,http://www.dilidili.wang/anime/qsjdbksd/,降临人间的6位神使在夏日祭的所见所闻。,
大桥彩香|高桥李依,,骑士与魔法,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/qsandmf/,异世界奇幻之旅！,2017年7月
河西健吾|岛崎信长|逢坂良太|甲斐田裕子|梅原裕一郎,STUDIO DEEN,青春歌舞伎,日本,完结,轻小说,http://www.dilidili.wang/anime/kabukibu/,青春歌舞伎物语，开幕！,2017年4月
梅原裕一郎|齐藤壮马|石田彰|水濑祈|小野大辅|兴津和幸|绪方惠美|悠木碧|佐仓绫音,A・C・G・T,奇诺之旅第二季,日本,完结,电击文库|冒险|奇幻,http://www.dilidili.wang/anime/kinonotabi2/,经典作品再次TV化,2017年10月
赤崎千夏|村川梨衣|岛崎信长|钉宫理惠|东山奈央|南条爱乃|内田彩|日高里菜|日笠阳子|三木真一郎|山下七海|松冈祯丞|柚木凉香|原由实|洲崎绫|诹访彩花|佐仓绫音,Seven Arcs,七人魔法使剧场版,日本,完结,热血|冒险|奇幻|剧场版,http://www.dilidili.wang/anime/tseveanjcb/,爆衣魔法师,
,,奇魂侍OVA,日本,完结,冒险|奇幻|动作,http://www.dilidili.wang/anime/qhsova/,《吸血鬼福尔摩斯》作者濑名快伸的新作TV动画《奇魂侍》3月28日起在AT-X电视台播出。濑名快伸本人包揽制片、监督、脚本、主役声优和主题歌作词。平野綾、鳥海浩輔、山寺宏一、石田彰等声优出演。,
大川透|入野自由|森川智之|下田麻美|诹访部顺一,ZEXCS,Q弟侦探因幡,日本,完结,搞笑,http://www.dilidili.wang/anime/qdi/,因幡洋（取访部顺一 配音）的前身是一只警犬，经过特殊途径被繁殖出来的他拥有着近似于人类的外表以及野兽般灵敏的直觉和动作,
,,RWBY CHIBI 第三季,欧美,连载中,搞笑|奇幻|泡面番,http://www.dilidili.wang/anime/rwbychibi3/,,2018年4月
飞田展男,日昇动画,青涩宝贝,日本,完结,恋爱,http://www.dilidili.wang/anime/SentimentalJourney/,,2000年之前
立花慎之介|猪口有佳,,巧克力与香子兰,日本,完结,游戏|后宫|恋爱,http://www.dilidili.wang/anime/nekoparaova/,传说中的138,
高桥未奈美|佐仓绫音,ZEXCS|MAPPA,牵牛花与加濑同学,日本,连载中,恋爱|百合,http://www.dilidili.wang/anime/qnhyjntx/,百合无限好！！！,
冈本信彦|入野自由|寺岛拓笃|伊藤加奈惠|中岛爱,日昇动画,七合圣石战记,日本,完结,热血,http://www.dilidili.wang/anime/qihe/,故事是围绕着丹童子有马以及美少女蓝羽琉璃展开的青春热血物语,
,,RWBY CHIBI 第二季,欧美,完结,搞笑|奇幻|泡面番,http://www.dilidili.wang/anime/rwbychibi2/,,2017年4月
绿川光|石田彰|田村由加莉,,秋之回忆OVA,日本,完结,后宫|恋爱,http://www.dilidili.wang/anime/qzhy/,游戏改编动漫,
,,奇幻儿童,日本,完结,推理|冒险|奇幻,http://www.dilidili.wang/anime/fchildren/,世界观庞大的奇幻冒险片,2010年之前
,,请叫我英雄真人电影,日本,完结,恐怖|冒险|奇幻,http://www.dilidili.wang/anime/iamhero/,僵尸的突然出现让我成为了英雄？？？？,
丰崎爱生|井口裕香|堀江由衣|能登麻美子|浅沼晋太郎|矢作纱友里|藤村步|中原麻衣,,青之花,日本,完结,百合,http://www.dilidili.wang/anime/qzhdyj1/,女孩子之间的感情，就像春天的野花。,2010年之前
久野美咲|高桥李依|高野麻里佳|中田让治,GONZO,秋叶原之旅 -THE ANIMATION-,日本,完结,冒险|后宫|奇幻|美少女,http://www.dilidili.wang/anime/akibatrip/,教练我想学脱衣,2017年1月
,,枪姬 第二季,日本,完结,科幻|萝莉,http://www.dilidili.wang/anime/qiangji2/,主要情节是以公益组织为幌子的政府秘密机构收容濒死或残疾少女,
大塚芳忠|渡边明乃|井上和彦|能登麻美子,A・C・G・T,奇诺之旅,日本,完结,电击文库|冒险|奇幻,http://www.dilidili.wang/anime/kinonotabi/,每个国家只停三天的少女,2010年之前
朴璐美|斋藤千和|折笠富美子|子安武人,GONZO,七武士,日本,完结,科幻|冒险|动作,http://www.dilidili.wang/anime/qiwushi/,,2010年之前
,,请问您今天要来点兔子吗？剧场版 ,日本,完结,搞笑|治愈系|青春|百合|剧场版,http://www.dilidili.wang/anime/Gochuumonjc/,,2018年4月
,ZEXCS,奇钢仙女,日本,完结,推理|奇幻|美少女,http://www.dilidili.wang/anime/Rouran/,纯真少女实为大杀器？,2010年之前
丰口惠美|名塚佳织|平野绫|高桥美佳子|生天目仁美|樱井孝宏|猪口有佳,ZEXCS,Canvas2 ～七彩的素描～,日本,完结,治愈系|后宫|恋爱,http://www.dilidili.wang/anime/canvas2/,其实和画画也没多大关系,2010年之前
后藤邑子|浅川悠|神谷浩史|小西克幸|伊藤静,,请认真的和我恋爱,日本,完结,青春|后宫|恋爱,http://www.dilidili.wang/anime/qrzhwla/,书中“武士必须的五个要素——【诚】，【勇】，【仁】，【礼】，【义】。”,2011年7月
,,枪冢,日本,完结,热血|冒险,http://www.dilidili.wang/anime/qiangzhong/,混混基友的黑手党之路,2010年之前
森田成一|杉田智和|神谷浩史|石田彰|梶裕贵|置鲇龙太郎,TYO Animation,奇迹列车,日本,完结,后宫|恋爱,http://www.dilidili.wang/anime/qijilieche/,你知道这样的城市传说吗?“在东京地下无拘无束奔跑的地铁。在那之中，有只有美丽的男子乘坐的电车存在。其名为‘奇迹列车’。遇见其的少女肯定会得到幸福”。,
安元洋贵|福山润|鸟海浩辅|伊藤健太郎,,千叶脚踏板,日本,连载,运动|泡面番,http://www.dilidili.wang/anime/yowapedaQY/,你确定这泡面能熟？,2016年7月
宫野真守|久川绫|能登麻美子|朴璐美|远藤绫,MADHOUSE,青涩文学系列,日本,完结,,http://www.dilidili.wang/anime/qswenxue/,貌似很高端的样子,2010年之前
大原沙耶香|五十岚裕美|喜多村英梨|长绳麻理亚,,奇异太郎少年的妖怪绘日记,日本,完结,后宫|奇幻|美少女,http://www.dilidili.wang/anime/qytldyghrj/,教练我要当阴阳师,2016年10月
草尾毅|森田成一|神谷浩史|石川英郎|田中理恵,,拳王创世纪,日本,完结,热血|动作,http://www.dilidili.wang/anime/quanhuanchuanshiji/,作品描述了主角高岭龙儿从姊姊高岭菊那里学习拳击、在把接连出现的强敌一次又一次地击退以及和伙伴们结成深厚的友情中成长，直至将命运之对手，拳击天才剑崎顺打败成为世界冠军的光辉历程。,
白鸟由里|水树奈奈|松本保典|樱井孝宏,,萩萩公主	,日本,完结,治愈系|恋爱|乙女,http://www.dilidili.wang/anime/tutu/,披着子供向外衣的黑暗童话,2010年之前
折笠爱|中村悠一,ARTLAND,青空下的约定,日本,完结,青春|恋爱|美少女,http://www.dilidili.wang/anime/qingkongxiadyu/,离本州稍远一点的一个小岛，在那个小岛的高地上有主人公星野航所进修的学校。由于岛上产业的衰退，学生数量一年不如一年。,
,STUDIO DEEN,青鬼,日本,连载,搞笑|治愈系|恐怖|泡面番,http://www.dilidili.wang/anime/aoioni/,恐怖类游戏改编,2016年10月
保志总一朗|井上喜久子|桑岛法子|野田顺子|樱井孝宏,,枪与剑,日本,完结,冒险|动作,http://www.dilidili.wang/anime/gunsword/,绝望与希望交织的复仇之旅,2010年之前
安元洋贵|古川慎|户松遥|家中宏|金元寿子|明坂聪美|内山夕实|内田真礼|日笠阳子|石川界人|西明日香|小清水亚美|小西克幸|兴津和幸|游佐浩二|种田梨沙|诹访部顺一,A-1 Pictures,GATE奇幻自卫队,日本,完结,轻小说|后宫|奇幻,http://www.dilidili.wang/anime/gate/,GATE后宫自卫队！,2015年7月
水树奈奈|小西克幸|野岛健儿,,强殖装甲,日本,完结,科幻|机战|冒险,http://www.dilidili.wang/anime/guyver/,超经典硬派科幻作品,2010年之前
高垣彩阳|谷山纪章|福山润|冈本信彦|平田广明|花泽香菜|神谷浩史|市道真央|梶裕贵|喜多村英梨|小西克幸|游佐浩二|中井和哉|佐藤利奈,A-1 Pictures,青之驱魔师第二季,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/aonoexorcist2/,斩杀恶魔，驱除恶灵！！,2017年1月
阿部敦|德井青空|明坂聪美|小松未可子,,群居姐妹,日本,完结,搞笑|后宫|泡面番,http://www.dilidili.wang/anime/dreamcreation/,姐弟兄妹总暧昧,2015年7月
花守由美里|内山夕实|三森铃子|山下大辉|市道真央|小泽亚李|沼仓爱美|竹达彩奈|诹访彩花,Studio五组,枪的假面舞会,日本,完结,萝莉|青春|轻小说|后宫|奇幻,http://www.dilidili.wang/anime/Lance/,二十一世纪的骑士,2015年10月
水濑祈|种田梨沙|佐仓绫音,WHITE FOX,请问您今天要来点兔子吗？,日本,完结,搞笑|治愈系|青春|百合,http://www.dilidili.wang/anime/Gochuumon/,毛茸茸软绵绵的兔子与女孩子们,2014年4月
,,启航吧!编舟计画,日本,完结,励志,http://www.dilidili.wang/anime/qhbbzjh/,怀才不遇的人、不得人缘的人、想换工作的人…… 究竟要燃烧什麼，才能激发出真正的热情？ ,2016年10月
,,七虹香电击大作战,日本,完结,美少女|百合,http://www.dilidili.wang/anime/qihongxiangzdjd/,Hiiragi七彩虹香味(刺叶桂花)从大制药公司部分地发展独立的公司组织CRI做着调香师(perfumer)的工作。她调剂的香水里面，,
铃村健一|青野武|森川智之|天野由梨|小林沙苗|小西克幸|樱井孝宏,TMS娱乐,驱魔少年,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/Gray-man/,驱魔师的经典,2010年之前
安元洋贵|古川慎|户松遥|家中宏|金元寿子|明坂聪美|内山夕实|内田真礼|日笠阳子|石川界人|西明日香|小清水亚美|小西克幸|兴津和幸|游佐浩二|种田梨沙|诹访部顺一,A-1 Pictures,奇幻自卫队第二季,日本,完结,轻小说|后宫|奇幻,http://www.dilidili.wang/anime/gate2/,难得的以自卫队为题材的动,2016年1月
大坪由佳|东山奈央|上坂堇,,犬神同学与猫山同学,日本,完结,搞笑|青春|百合|乙女,http://www.dilidili.wang/anime/Inugami-Nekoyama/,百合百合！！,2014年4月
水濑祈|种田梨沙|佐仓绫音,Studio五组|WHITE FOX,请问您今天要来点兔子吗？第二季,日本,完结,搞笑|治愈系|青春|百合,http://www.dilidili.wang/anime/Gochuumon2/,毛茸茸软绵绵的兔子与女孩子们,2015年10月
加濑康之|铃木达央|木户衣吹|日笠阳子|咲野俊介|伊藤健太郎|种崎敦美,A-1 Pictures,全部成为F,日本,完结,推理|轻小说,http://www.dilidili.wang/anime/f-noitamina/,杀人事件如影随形,2015年10月
村川梨衣|钉宫理惠|东山奈央|内田彩|日笠阳子|松冈祯丞|柚木凉香|原由实|佐仓绫音,Seven Arcs,七人魔法使,日本,完结,青春|后宫|奇幻,http://www.dilidili.wang/anime/trinity-7/,传说：集齐七个美少女，就可以从魔法师晋级为魔王。,2014年10月
近藤隆|堀内贤雄|立花慎之介|小西克幸|中村悠一,STUDIO DEEN,世界第一初恋第二季,日本,完结,耽美|青春|恋爱,http://www.dilidili.wang/anime/sekai-ichi2/,基情四射的火花！！！！,2011年4月
,,山田君与7人魔女,日本,完结,后宫|奇幻,http://www.dilidili.wang/anime/yamajo/,不得不纳后宫，不得不KISS……,2015年4月
堀江由衣|木村良平|前野智昭|松冈祯丞|喜多村英梨|小松未可子|兴津和幸,Brains Base,青春×机关枪,日本,完结,青春|恋爱|乙女|动作,http://www.dilidili.wang/anime/aoharu/,牛郎、工口漫画家……主角真的是妹子,2015年7月
花江夏树|内田彩|上田丽奈|市道真央|水濑祈,TMS娱乐,其实我是,日本,完结,搞笑|后宫|恋爱,http://www.dilidili.wang/anime/jitsuwata/,非正常后宫大集结,2015年7月
苍井翔太|逢坂良太|山下大辉|柿原彻也|小野贤章,ZEXCS,少年好莱坞,日本,完结,青春|励志,http://www.dilidili.wang/anime/shonen-hollywood/,偶像诞生记，说起来，夏天又是看快男的时间了……,2014年7月
岸尾大辅|宫野真守|关俊彦|池田秀一|高木涉|大桥贤一郎|大塚明夫|井上喜久子|堀内贤雄|浪川大辅|立木文彦|木内秀信|楠大典|内山昂辉|能登麻美子|潘惠美|平野绫|朴璐美|前田玲奈|日高法子|三木真一郎|山口胜平|山寺宏一|寺崎裕香|松风雅也|藤村步|藤原启治|岩男润子|伊濑茉莉也|银河万丈|永井一郎|羽多野涉|泽城美雪|植田佳奈,MADHOUSE|STUDIO DEEN,全职猎人重制版分集剧情介绍（全148集）,日本,完结,热血|冒险|童年|动作,http://www.dilidili.wang/anime/hunter/,赌上性命的冒险开始了！,2011年10月
赤崎千夏|村田太志|花江夏树|大西沙织|冈本信彦|加隈亚衣|濑户麻沙美|茅野爱衣|内田真礼|能登麻美子|日高里菜|高桥美佳子|高桥未奈美|杉田智和|石上静香|松冈祯丞|小林裕介|小山力也|小野友树|银河万丈|樱井孝宏|中村悠一|种田梨沙|子安武人|诹访部顺一,J.C.STAFF,食戟之灵,日本,完结,搞笑|后宫,http://www.dilidili.wang/anime/shokugeki/,傲娇女王潜规则少年厨师，裸体围裙、不良少年……,2015年4月
村濑步|村田太志|花江夏树|福山润|浪川大辅|潘惠美|前野智昭|山下大辉|石川界人|小野友树|诹访部顺一,Studio Pierrot,双星之阴阳师,日本,忘记,冒险|奇幻|恋爱,http://www.dilidili.wang/anime/sxzyystv/,恋爱的酸臭味,2016年4月
布里德卡特·塞拉·惠美|丰崎爱生|高桥李依|山本希望|寿美菜子|田村由加莉|相坂优歌|原由实,SILVER LINK,圣洁天使,日本,完结,游戏|青春|奇幻|美少女,http://www.dilidili.wang/anime/seyikezutisi/,美少女卡片游戏改,2016年7月
村濑步|岛崎信长|津田健次郎|堀江一真|铃木达央|木村良平|上田耀司|柿原彻也|寺岛拓笃|松冈祯丞|梶裕贵|西山宏太朗|下野纮|小野友树,Brains Base,SERVAMP 吸血鬼仆人,日本,完结,青春|奇幻,http://www.dilidili.wang/anime/servampki/,平凡的高中生与吸血猫之间的契约,2016年7月
关智一|高桥智秋|桑谷夏子|水桥香织|小清水亚美,ufotable|feel.,双恋 第二季,日本,完结,搞笑|后宫,http://www.dilidili.wang/anime/futakoi2/,第二季·,2010年之前
宫野真守|谷山纪章|村川梨衣|村濑步|逢坂良太|茅野爱衣|内山昂辉|潘惠美|日高里菜|上坂堇|柿原彻也|五十岚裕美|细谷佳正|早见沙织|沼仓爱美|佐仓绫音,BONES,SHOW BY ROCK!! 预热短片,日本,完结,游戏|泡面番,http://www.dilidili.wang/anime/showbyrock11/,等待更新期间没看过的同学快去补第一季吧,2016年7月
堀江由衣|桑谷夏子|水桥香织,feel.,双恋 第一季,日本,完结,搞笑|后宫,http://www.dilidili.wang/anime/futakoi/,第一季·,2010年之前
茅原实里|森久保祥太郎|小西克幸|中井和哉,,侍铳,日本,完结,冒险|动作,http://www.dilidili.wang/anime/shichong/,,2010年之前
金井美香|井上和彦|井上喜久子|森川智之,TMS娱乐,圣少女,日本,完结,推理|青春|恋爱,http://www.dilidili.wang/anime/shengshaonv/,怪盗少女的故事,2000年之前
川岛得爱|菊地美香|千叶纱子|藤原启治,GAINAX|feel.,尸姬 赫,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/shijihe/,改编自赤人義一于「月刊少年GANGAN」上连载中的灵异冒险类漫画「尸姬」,
丰崎爱生|冈本信彦|丰口惠美|藤村步,,圣剑锻造师,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/tsacredbsmith/,看封面知内容系列,2010年之前
宫田幸季|关俊彦|赤崎千夏|加藤英美里|江口拓也|千叶繁|三木真一郎|柿原彻也|樱井孝宏|羽多野涉,,声优战队,日本,完结,泡面番|动作,http://www.dilidili.wang/anime/voicelugger/,完全不知道什么鬼的战队,2013年7月
钉宫理惠|内田彩|平野绫|樱井孝宏|置鲇龙太郎|诹访部顺一,,竖笛与双肩包 第二季,日本,完结,搞笑|萝莉|泡面番,http://www.dilidili.wang/anime/akixu2/,成熟弟弟与萝莉姐姐,2012年4月
川澄绫子|赤崎千夏|花江夏树|大西沙织|冈本信彦|加隈亚衣|间岛淳司|濑户麻沙美|茅野爱衣|内田真礼|能登麻美子|日高里菜|高桥未奈美|石上静香|松冈祯丞|小林裕介|小山力也|小野友树|银河万丈|樱井孝宏|中村悠一|种田梨沙|子安武人|诹访部顺一,J.C.STAFF,食戟之灵 第二季,日本,完结,热血|后宫,http://www.dilidili.wang/anime/shokugekisoma2/,恭迎药王回归！春药之力！,2016年7月
合田彩|钉宫理惠|内田彩|平野绫|樱井孝宏|置鲇龙太郎,,竖笛与双肩包 第三季,日本,完结,搞笑|萝莉|泡面番,http://www.dilidili.wang/anime/akixu3/,成熟弟弟与萝莉姐姐,2013年7月
川澄绫子|能登麻美子|下屋则子|野中蓝,TNK,神无月的女巫,日本,,百合,http://www.dilidili.wang/anime/kannaduki/,百合题材作品中极为优秀的作品之一,2010年之前
清水爱|田口宏子,,少女骑士物语,日本,完结,青春|后宫|恋爱,http://www.dilidili.wang/anime/walroma/,这，这不是公主恋人嘛……,2013年10月
川澄绫子|倉田雅世|大地叶|福圆美里|金元寿子|井口裕香|井泽诗织|濑户麻沙美|茅野爱衣|明坂聪美|能登麻美子|平野绫|上坂堇|生天目仁美|田中理恵|喜多村英梨|伊濑茉莉也|渊上舞|早见沙织|植田佳奈|中原麻衣|竹达彩奈,Graphinica,少女与战车剧场版,日本,完结,科幻|热血|百合|剧场版,http://www.dilidili.wang/anime/snyzcjcb/,美女与野兽的另一种演绎方式,
赤崎千夏|东山奈央|津田健次郎,,少年阿瑞GO!GO!小海豹,日本,连载,搞笑|奇幻|泡面番,http://www.dilidili.wang/anime/sngogox/,小新即视感,2016年4月
后藤邑子|代永翼|福山润|生天目仁美,GONZO,S.A特优生,日本,完结,搞笑|恋爱|励志|乙女,http://www.dilidili.wang/anime/satys/,学霸爱上我,2010年之前
古谷彻|铃木达央|绿川光|柿原彻也|小西克幸|雪野五月|诹访部顺一,,圣斗士星矢Ω,日本,完结,热血|动作,http://www.dilidili.wang/anime/seiya-omega/,为女神雅典娜而战,
合田彩|钉宫理惠|内田彩|平野绫|樱井孝宏|置鲇龙太郎,,竖笛与双肩包,日本,完结,搞笑|萝莉|泡面番,http://www.dilidili.wang/anime/akixu1/,成熟弟弟与萝莉姐姐,2012年1月
户松遥|丰崎爱生|井口裕香|堀江由衣|日野聪|花泽香菜|寿美菜子|田村睦心|梶裕贵|樱井孝宏|中原麻衣,J.C.STAFF,少女妖怪石榴,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/snygsl/,解决妖怪和有关系的不可思议的案,2010年4月
阿澄佳奈|丰崎爱生|伊藤加奈惠,SATELIGHT,守护甜心,日本,完结,搞笑|冒险|恋爱|乙女,http://www.dilidili.wang/anime/shouhutx/,超萌的守护精灵,2010年之前
,,尸体派对 真人版电影,日本,完结,恐怖,http://www.dilidili.wang/anime/corpseparty2/,每一个都看起来好好吃。,2013年7月
安野希世乃,GAINAX,思念的碎片,日本,连载,治愈系|青春|泡面番,http://www.dilidili.wang/anime/omoinokake/,灾后的故事,2016年4月
丰崎爱生,WAO World,时间旅行少女～真理、和花与8名科学家～,日本,完结,搞笑|科幻|青春|恋爱,http://www.dilidili.wang/anime/timetravelshoujo/,超越时空的少女,2016年7月
冈本信彦|茅野爱衣|藤原启治|伊濑茉莉也|远藤绫|中田让治|佐仓绫音,J.C.STAFF,食梦者玛利,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/smzml/,,2011年1月
宫田幸季|宫野真守|福山润|浅沼晋太郎|清水香里|石田彰|藤原启治|雪野五月|樱井孝宏,日昇动画,神之谜题 第一季,日本,完结,推理,http://www.dilidili.wang/anime/phi-brain1/,解开谜题吧！少年,2011年10月
宫野真守|浅沼晋太郎,,神之谜题 第二季,日本,完结,推理,http://www.dilidili.wang/anime/phi-brain2/,解开谜题吧！少年,
宫田幸季|福山润|浅沼晋太郎|清水香里|雪野五月,,神之谜题 第三季,日本,完结,推理,http://www.dilidili.wang/anime/phi-brain3/,解开谜题吧！少年,2013年10月
日高里菜|石原夏织|樱井孝宏|竹达彩奈|佐仓绫音,Studio五组,三人行必有我妹,日本,完结,青春|轻小说|后宫|恋爱,http://www.dilidili.wang/anime/kononaka/,一不小心啪错了怎么办,2012年4月
逢坂良太|福圆美里|津田健次郎|茅野爱衣|木村良平|下屋则子|小松未可子|小野大辅,ufotable,时空幻境 情热传说 the X,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/necijotansuothex/,看封面就很期待了,2016年7月
水树奈奈|玄田哲章|樱井孝宏|折笠爱|竹内顺子,,手冢治虫的佛陀,日本,完结,青春|剧场版,http://www.dilidili.wang/anime/szczdftyd/,两个相反的灵魂对峙于沙场,
关智一|福山润|森川智之|小西克幸|雪野五月|羽多野涉|斋贺光希|置鲇龙太郎,,Strange+,日本,完结,搞笑|推理,http://www.dilidili.wang/anime/strange1/,"无法带哥哥一起回家的兄控恒,决定留在事务所。",2014年7月
花泽香菜,,杀戮幻影-从零开始的反叛,日本,连载,游戏|热血|冒险|剧场版,http://www.dilidili.wang/anime/phantomofthekill/,讲述游戏发生前的故事,2016年4月
阿澄佳奈|大塚芳忠|花泽香菜|野中蓝|斋藤千和,SHAFT,锁锁美同学提不起劲,日本,完结,搞笑|奇幻,http://www.dilidili.wang/anime/tibuqijing/,无厘头是搞笑,2013年7月
福井裕佳梨|津田健次郎|小林优|小野友树|子安武人,,神圣十月,日本,完结,萝莉|推理,http://www.dilidili.wang/anime/Saint/,萝莉侦探团,2010年之前
嶋村侑|喜多村英梨|原纱友里|竹达彩奈,,少女爱上姐姐2,日本,完结,青春|恋爱|百合,http://www.dilidili.wang/anime/shoanvaishangjiejie2/,少女爱上少女，结果其中一个少女是男的,2012年4月
堀江由衣|浅野真澄|高桥智秋|神田朱未|松来未祐|野川樱,feel.,少女爱上姐姐,日本,完结,青春|恋爱|百合,http://www.dilidili.wang/anime/shaonvaishaonv/,女生爱上女生，关键其中有一个是男的,
,,上条弘树的场合,日本,完结,耽美|青春|恋爱,http://www.dilidili.wang/anime/sthsdchanghe/,虽然很不想加这种耽美的番，但是没有办法,
关俊彦|青野武|山寺宏一|篠原惠美,MADHOUSE,兽兵卫忍风帖,日本,完结,奇幻|动作,http://www.dilidili.wang/anime/shoubinwrft/,江户时代的大和动漫剧！我表示很喜欢！~~~,
川上伦子|浅野真澄,,诗片,日本,完结,青春|奇幻|百合,http://www.dilidili.wang/anime/shipian/,百合的故事就这样展开,
关智一|福山润|森川智之|石川界人|小西克幸|小野贤章|雪野五月|野上尤加奈|羽多野涉|斋贺光希|置鲇龙太郎,,Strange+第二季,日本,完结,搞笑|推理,http://www.dilidili.wang/anime/strange2/,,2014年10月
高山南|三木真一郎|神奈延年|绪方惠美,,神臂,日本,完结,冒险|奇幻|动作,http://www.dilidili.wang/anime/Project-ARMS/,神臂怪力无穷身不由己,2010年之前
大久保瑠美|丰崎爱生|铃木达央|茅野爱衣|日高里菜|柿原彻也|小山力也|樱井孝宏|中原麻衣,A-1 Pictures,Servant×Service,日本,完结,青春,http://www.dilidili.wang/anime/servantxservice/,迷糊餐厅很棒的！,2013年7月
村濑步|大塚明夫|菅生隆之|楠大典|花泽香菜|三木真一郎|山下大辉|细谷佳正,WIT STUDIO,尸者的帝国,日本,完结,科幻|剧场版,http://www.dilidili.wang/anime/theempireofcorpes/,伊藤计划三部曲,2015年10月
高木涉|大川透|户松遥|内山昂辉|兴津和幸|悠木碧,童梦,尸鬼,日本,完结,治愈系|恐怖|奇幻,http://www.dilidili.wang/anime/shiki/,与尸鬼的战斗,2010年7月
关智一|今井由香|井上和彦|久川绫|堀江由衣|三石琴乃|斋藤彩夏|置鲇龙太郎,STUDIO DEEN,水果篮子,日本,完结,治愈系|奇幻|恋爱|乙女,http://www.dilidili.wang/anime/fruitsbasket/,从此小透和这群被十二生肖诅咒的草摩家族们，展开了鸡飞狗跳、猫鼠不宁的快乐生活，并和草摩由希、草摩夹发展出既酸又甜的三角恋情。,2000年之前
丰永利行|木村良平|内山昂辉|入野自由|小野友树,J.C.STAFF,少年同盟 第二季,日本,完成,搞笑|青春|励志,http://www.dilidili.wang/anime/KimitoBoku2/,少年同盟第二季,2012年4月
岛崎信长|前野智昭,,少年女仆,日本,完结,耽美|治愈系|励志|乙女,http://www.dilidili.wang/anime/snnvpu/,伪娘漫画改编，制服控们还等什么,2016年4月
白石凉子|福岛润|皆川纯子|前野智昭|寺岛拓笃|松冈祯丞,STUDIO DEEN,super lovers,日本,已完结,耽美,http://www.dilidili.wang/anime/super-lovers/,看封面知内容系列,2016年4月
内田真礼|市道真央|松冈祯丞,,圣战刻耳柏洛斯 龙刻的灾祸,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/cerberus/,声控一本满足,2016年4月
钉宫理惠|久川绫|铃村健一|山口胜平|子安武人,Studio Pierrot,十二国记,日本,完结,轻小说|奇幻|恋爱,http://www.dilidili.wang/anime/srgj/,画风经典的一部早期日漫,2010年之前
平川大辅|小清水亚美|野水伊织|真堂圭,ZEXCS,守护猫娘绯鞠,日本,完结,后宫|恋爱,http://www.dilidili.wang/anime/Omamori/,我摔倒了要妹子亲亲才可以起来,2010年1月
大原沙耶香|福山润|伊藤静|中井和哉,,四月一日灵异事件簿 OAD,日本,完结,恐怖|奇幻,http://www.dilidili.wang/anime/xxxholicova/,灵异事件,
大原沙耶香|福山润|菊地美香|伊藤静|中井和哉,,仲夏夜之梦,日本,完结,恐怖|奇幻|剧场版,http://www.dilidili.wang/anime/xxxholicjcb/,灵异事件,2010年之前
松冈由贵|植田佳奈,J.C.STAFF,死后文,日本,完结,治愈系|电击文库|轻小说|奇幻,http://www.dilidili.wang/anime/Shigofumi/,来自死去人的信是思念还是怨恨？,2010年之前
今村彩夏,动画工房,三者三叶,日本,完结,搞笑|青春|百合,http://www.dilidili.wang/anime/sanzhesanye/,百合日常敬请期待,2016年4月
茅野爱衣|牧野由依|泽城美雪|斋藤千和,GAINAX,斯特拉女学院高等部C3社,日本,完结,科幻|百合,http://www.dilidili.wang/anime/sutera/,痞子社,2013年7月
